Id. de la fila,Id. del pedido,Fecha del pedido,Fecha de envío,Fecha de facturacion,Año,Forma de envío,Id. del cliente,Nombre del cliente,Segmento,Ciudad,Estado,País,Región,Id. del producto,Categoría,Subcategoría,Nombre del producto,Venta,Cantidad,Descuento,Ganancia
9273,MX-2015-115644,18/1/2015,23/1/2015,30/1/2015,2015,Estándar,WN-21790,Waldo Nazario,Cliente,Manaus,Amazonas,Brasil,Sur,MAT-GR-10003868,Material de oficina,Grapas,OIC Grapadoras  Paquete de 12,384,3,0%,61
3261,US-2016-156146,13/9/2016,19/9/2016,26/9/2016,2016,Estándar,LA-17905,Leopoldo Archuleta,Empresa,Chimbote,Ancash,Perú,Sur,MAT-SO-10003921,Material de oficina,Sobres,Ames Sobres de uso interno  50,902,5,40%,-106
4576,US-2018-123288,19/11/2018,23/11/2018,30/11/2018,2018,Estándar,LS-18100,Luján Salinas,Cliente,Chimbote,Ancash,Perú,Sur,TEC-TE-10001255,Tecnología,Teléfonos,Nokia Teléfono de oficina  Tamaño completo,1.594,6,40%,-478
7577,US-2016-153241,24/6/2016,30/6/2016,7/7/2016,2016,Estándar,AP-11515,Aniceto Puertas,Cliente,Huaraz,Ancash,Perú,Sur,MAT-CA-10001444,Material de oficina,Carpetas,Wilson Jones Separadores  Duradero,191,6,40%,-58
50,MX-2018-100783,6/5/2018,10/5/2018,17/5/2018,2018,Estándar,MR-18205,Mafalda Rojo,Empresa,Medellín,Antioquia,Colombia,Sur,MAT-GR-10003651,Material de oficina,Grapas,Accos Clips  Paquete de 12,449,5,0%,85
69,MX-2017-164021,24/7/2017,30/7/2017,6/8/2017,2017,Estándar,AR-11140,Antonio Rocha,Cliente,Bello,Antioquia,Colombia,Sur,MOB-LI-10002871,Mobiliario,Librerías,Sauder Librería clásica  Negro,8.747,3,0%,4111
70,MX-2017-164021,24/7/2017,30/7/2017,6/8/2017,2017,Estándar,AR-11140,Antonio Rocha,Cliente,Bello,Antioquia,Colombia,Sur,MOB-MO-10001975,Mobiliario,Mobiliario,Deflect-O Bombilla  Negro,760,6,0%,379
501,MX-2017-142118,29/6/2017,3/7/2017,10/7/2017,2017,Rápido,DS-13705,Dino Saucedo,Empresa,Apartadó,Antioquia,Colombia,Sur,MOB-MO-10000543,Mobiliario,Mobiliario,Tenex Reloj  Duradero,630,2,0%,227
502,MX-2017-142118,29/6/2017,3/7/2017,10/7/2017,2017,Rápido,DS-13705,Dino Saucedo,Empresa,Apartadó,Antioquia,Colombia,Sur,MAT-AR-10003750,Material de oficina,Arte,Sanford Rotuladores  Tamaños variados,705,4,0%,176
771,MX-2015-162992,18/11/2015,23/11/2015,30/11/2015,2015,Estándar,FA-14800,Florencio Anguiano,Empresa,Medellín,Antioquia,Colombia,Sur,TEC-CO-10002286,Tecnología,Copiadoras,HP Fotocopiadora personal  2,827,1,0%,363
1075,MX-2018-106719,23/6/2018,27/6/2018,4/7/2018,2018,Estándar,BH-12025,Berta Herrera,Cliente,Envigado,Antioquia,Colombia,Sur,MAT-SO-10000214,Material de oficina,Sobres,Ames Sobre de hebilla  Reciclado,80,2,0%,12
1168,MX-2015-166653,15/12/2015,21/12/2015,28/12/2015,2015,Estándar,DM-13660,Dora Morales,Cliente,Bello,Antioquia,Colombia,Sur,MOB-SI-10000743,Mobiliario,Sillas,Novimex Silla plegable  Ajustable,2.824,5,0%,28
1673,MX-2017-123386,20/9/2017,24/9/2017,1/10/2017,2017,Rápido,SG-20755,Serafín Girón,Empresa,Medellín,Antioquia,Colombia,Sur,MAT-SO-10003497,Material de oficina,Sobres,GlobeWeis Sobre de hebilla  Plateado,410,5,0%,200
1674,MX-2017-123386,20/9/2017,24/9/2017,1/10/2017,2017,Rápido,SG-20755,Serafín Girón,Empresa,Medellín,Antioquia,Colombia,Sur,TEC-AC-10000370,Tecnología,Accesorios,Memorex Memoria USB  Programable,618,3,0%,272
1675,MX-2017-123386,20/9/2017,24/9/2017,1/10/2017,2017,Rápido,SG-20755,Serafín Girón,Empresa,Medellín,Antioquia,Colombia,Sur,MAT-CA-10002107,Material de oficina,Carpetas,Wilson Jones Cubierta de carpeta  Reciclado,154,2,0%,9
1676,MX-2017-123386,20/9/2017,24/9/2017,1/10/2017,2017,Rápido,SG-20755,Serafín Girón,Empresa,Medellín,Antioquia,Colombia,Sur,MOB-SI-10002932,Mobiliario,Sillas,Office Star Taburete  Negro,1.143,1,0%,69
1677,MX-2017-123386,20/9/2017,24/9/2017,1/10/2017,2017,Rápido,SG-20755,Serafín Girón,Empresa,Medellín,Antioquia,Colombia,Sur,MAT-SU-10000604,Material de oficina,Suministros,Acme Cizallas  Rectangular,1.554,5,0%,574
1678,MX-2017-123386,20/9/2017,24/9/2017,1/10/2017,2017,Rápido,SG-20755,Serafín Girón,Empresa,Medellín,Antioquia,Colombia,Sur,MOB-LI-10002714,Mobiliario,Librerías,Sauder Librería  Negro,3.951,4,0%,553
1872,MX-2017-113824,27/4/2017,29/4/2017,6/5/2017,2017,Urgente,AP-10060,Alan Pérez,Pequeña empresa,Medellín,Antioquia,Colombia,Sur,TEC-AC-10004683,Tecnología,Accesorios,Belkin Tarjeta de memoria  Económico,3.062,4,0%,582
1873,MX-2017-113824,27/4/2017,29/4/2017,6/5/2017,2017,Urgente,AP-10060,Alan Pérez,Pequeña empresa,Medellín,Antioquia,Colombia,Sur,MOB-LI-10001117,Mobiliario,Librerías,Dania Librería clásica  Negro,24.727,9,0%,9148
2079,MX-2015-138002,11/11/2015,16/11/2015,23/11/2015,2015,Rápido,KA-17350,Kristina Arroyo,Cliente,Medellín,Antioquia,Colombia,Sur,MAT-CA-10003188,Material de oficina,Carpetas,Avery Perforador  Duradero,392,2,0%,110
2080,MX-2015-138002,11/11/2015,16/11/2015,23/11/2015,2015,Rápido,KA-17350,Kristina Arroyo,Cliente,Medellín,Antioquia,Colombia,Sur,MAT-EL-10003502,Material de oficina,Electrodomésticos,KitchenAid Frigorífico  Plateado,31.721,9,0%,8564
2081,MX-2015-138002,11/11/2015,16/11/2015,23/11/2015,2015,Rápido,KA-17350,Kristina Arroyo,Cliente,Medellín,Antioquia,Colombia,Sur,MAT-AL-10000423,Material de oficina,Almacenamiento,Smead Bandejas  Tamaño completo,647,2,0%,239
2082,MX-2015-138002,11/11/2015,16/11/2015,23/11/2015,2015,Rápido,KA-17350,Kristina Arroyo,Cliente,Medellín,Antioquia,Colombia,Sur,MAT-CA-10003624,Material de oficina,Carpetas,Avery Carpeta  Transparente,577,7,0%,120
3087,MX-2018-157518,31/5/2018,2/6/2018,9/6/2018,2018,Urgente,JO-16735,Jeremías Orozco,Cliente,Medellín,Antioquia,Colombia,Sur,MOB-LI-10002714,Mobiliario,Librerías,Sauder Librería  Negro,2.963,3,0%,415
3274,MX-2017-125563,15/11/2017,20/11/2017,27/11/2017,2017,Estándar,NC-19150,Nadia Calderón,Cliente,Bello,Antioquia,Colombia,Sur,MAT-CA-10003527,Material de oficina,Carpetas,Avery Cubierta de carpeta  Duradero,251,3,0%,93
3441,MX-2018-108280,11/4/2018,17/4/2018,24/4/2018,2018,Estándar,EN-14020,Elvira Nieves,Cliente,Medellín,Antioquia,Colombia,Sur,MAT-CA-10003787,Material de oficina,Carpetas,Wilson Jones Anillas  Reciclado,65,2,0%,18
3442,MX-2018-108280,11/4/2018,17/4/2018,24/4/2018,2018,Estándar,EN-14020,Elvira Nieves,Cliente,Medellín,Antioquia,Colombia,Sur,TEC-TE-10002034,Tecnología,Teléfonos,Nokia Amplificador de señal  Tamaños variados,3.716,4,0%,1598
3443,MX-2018-108280,11/4/2018,17/4/2018,24/4/2018,2018,Estándar,EN-14020,Elvira Nieves,Cliente,Medellín,Antioquia,Colombia,Sur,MAT-CA-10001945,Material de oficina,Carpetas,Acco Perforador  Transparente,592,3,0%,100
3444,MX-2018-108280,11/4/2018,17/4/2018,24/4/2018,2018,Estándar,EN-14020,Elvira Nieves,Cliente,Medellín,Antioquia,Colombia,Sur,MAT-AL-10002814,Material de oficina,Almacenamiento,Tenex Archivador móvil  Azul,2.683,3,0%,107
3445,MX-2018-108280,11/4/2018,17/4/2018,24/4/2018,2018,Estándar,EN-14020,Elvira Nieves,Cliente,Medellín,Antioquia,Colombia,Sur,MOB-LI-10003828,Mobiliario,Librerías,Sauder Vitrina  Blanco,3.384,3,0%,643
3446,MX-2018-108280,11/4/2018,17/4/2018,24/4/2018,2018,Estándar,EN-14020,Elvira Nieves,Cliente,Medellín,Antioquia,Colombia,Sur,MAT-GR-10000248,Material de oficina,Grapas,Stockwell Grapadoras  Tamaños variados,556,5,0%,205
3951,MX-2018-167514,10/1/2018,13/1/2018,20/1/2018,2018,Rápido,EM-13855,Elías Macías,Empresa,Medellín,Antioquia,Colombia,Sur,TEC-TE-10003910,Tecnología,Teléfonos,Nokia Teléfono inteligente  Azul,1.642,2,0%,262
5412,MX-2016-150560,22/9/2016,27/9/2016,4/10/2016,2016,Estándar,MM-18715,Melis Montes,Empresa,Medellín,Antioquia,Colombia,Sur,TEC-CO-10003950,Tecnología,Copiadoras,Sharp Fotocopiadora  Digital,4.771,3,0%,1472
5413,MX-2016-150560,22/9/2016,27/9/2016,4/10/2016,2016,Estándar,MM-18715,Melis Montes,Empresa,Medellín,Antioquia,Colombia,Sur,MOB-LI-10001625,Mobiliario,Librerías,Dania Librería  Convencional,1.621,2,0%,470
5414,MX-2016-150560,22/9/2016,27/9/2016,4/10/2016,2016,Estándar,MM-18715,Melis Montes,Empresa,Medellín,Antioquia,Colombia,Sur,MOB-LI-10002379,Mobiliario,Librerías,Bush Biblioteca  Convencional,7.286,3,0%,1894
5415,MX-2016-150560,22/9/2016,27/9/2016,4/10/2016,2016,Estándar,MM-18715,Melis Montes,Empresa,Medellín,Antioquia,Colombia,Sur,MAT-CA-10004470,Material de oficina,Carpetas,Ibico Carpeta  Reciclado,211,2,0%,82
5493,MX-2018-131765,15/8/2018,18/8/2018,25/8/2018,2018,Rápido,NL-19105,Naiara Laboy,Cliente,Medellín,Antioquia,Colombia,Sur,TEC-AC-10004607,Tecnología,Accesorios,Belkin Router  Blanco,5.131,3,0%,0
5494,MX-2018-131765,15/8/2018,18/8/2018,25/8/2018,2018,Rápido,NL-19105,Naiara Laboy,Cliente,Medellín,Antioquia,Colombia,Sur,MAT-SO-10001401,Material de oficina,Sobres,Ames Sobre de tipo Manila  Rojo,1.129,6,0%,90
5495,MX-2018-131765,15/8/2018,18/8/2018,25/8/2018,2018,Rápido,NL-19105,Naiara Laboy,Cliente,Medellín,Antioquia,Colombia,Sur,MAT-ET-10002945,Material de oficina,Etiquetas,Harbour Creations Etiquetas extraíbles  Ajustable,110,2,0%,37
5496,MX-2018-131765,15/8/2018,18/8/2018,25/8/2018,2018,Rápido,NL-19105,Naiara Laboy,Cliente,Medellín,Antioquia,Colombia,Sur,TEC-AC-10001024,Tecnología,Accesorios,Logitech Router  Programable,11.612,7,0%,4528
5497,MX-2018-131765,15/8/2018,18/8/2018,25/8/2018,2018,Rápido,NL-19105,Naiara Laboy,Cliente,Medellín,Antioquia,Colombia,Sur,MOB-MO-10002171,Mobiliario,Mobiliario,Deflect-O Tope para puertas  Duradero,1.366,5,0%,614
7566,MX-2017-133585,6/9/2017,10/9/2017,17/9/2017,2017,Estándar,AP-11485,Aniceto Pérez,Pequeña empresa,Medellín,Antioquia,Colombia,Sur,MAT-PA-10001804,Material de oficina,Papel,Eaton Cuaderno  Reciclado,883,5,0%,114
7753,MX-2016-144778,10/8/2016,16/8/2016,23/8/2016,2016,Estándar,AV-10825,Amelia Vega,Empresa,Medellín,Antioquia,Colombia,Sur,MAT-AL-10004137,Material de oficina,Almacenamiento,Fellowes Archivador móvil  Azul,5.492,6,0%,768
8413,MX-2018-103681,9/4/2018,16/4/2018,23/4/2018,2018,Estándar,MM-18175,Maciela Mata,Pequeña empresa,Medellín,Antioquia,Colombia,Sur,MAT-AL-10000561,Material de oficina,Almacenamiento,Smead Archivador móvil  Azul,2.568,3,0%,308
8414,MX-2018-103681,9/4/2018,16/4/2018,23/4/2018,2018,Estándar,MM-18175,Maciela Mata,Pequeña empresa,Medellín,Antioquia,Colombia,Sur,TEC-TE-10001830,Tecnología,Teléfonos,Samsung Teléfono inteligente  Tamaños variados,1.681,2,0%,370
8415,MX-2018-103681,9/4/2018,16/4/2018,23/4/2018,2018,Estándar,MM-18175,Maciela Mata,Pequeña empresa,Medellín,Antioquia,Colombia,Sur,MAT-ET-10003377,Material de oficina,Etiquetas,Avery Etiquetas extraíbles  Duradero,223,3,0%,40
8416,MX-2018-103681,9/4/2018,16/4/2018,23/4/2018,2018,Estándar,MM-18175,Maciela Mata,Pequeña empresa,Medellín,Antioquia,Colombia,Sur,MAT-CA-10004107,Material de oficina,Carpetas,Avery Separadores  Reciclado,178,4,0%,46
9236,MX-2016-101560,10/10/2016,16/10/2016,23/10/2016,2016,Estándar,CO-13105,Cosme Ojeda,Empresa,Medellín,Antioquia,Colombia,Sur,MAT-AR-10004686,Material de oficina,Arte,Binney & Smith Bolígrafos  Azul,716,9,0%,41
9237,MX-2016-101560,10/10/2016,16/10/2016,23/10/2016,2016,Estándar,CO-13105,Cosme Ojeda,Empresa,Medellín,Antioquia,Colombia,Sur,TEC-CO-10004259,Tecnología,Copiadoras,Brother Fotocopiadora personal  2,2.852,3,0%,651
9238,MX-2016-101560,10/10/2016,16/10/2016,23/10/2016,2016,Estándar,CO-13105,Cosme Ojeda,Empresa,Medellín,Antioquia,Colombia,Sur,TEC-CO-10001712,Tecnología,Copiadoras,Brother Fotocopiadora  Digital,1.743,1,0%,835
9258,MX-2018-135202,25/11/2018,1/12/2018,8/12/2018,2018,Estándar,BS-11785,Baltasar Santillán,Cliente,Medellín,Antioquia,Colombia,Sur,MOB-LI-10003192,Mobiliario,Librerías,Ikea Biblioteca  Blanco,7.318,3,0%,1463
4571,MX-2017-118577,16/4/2017,22/4/2017,29/4/2017,2017,Estándar,DL-13240,Dánae Lebrón,Pequeña empresa,Antofagasta,Antofagasta,Chile,Sur,TEC-CO-10001174,Tecnología,Copiadoras,Hewlett Fax  2,6.386,3,0%,3186
4572,MX-2017-118577,16/4/2017,22/4/2017,29/4/2017,2017,Estándar,DL-13240,Dánae Lebrón,Pequeña empresa,Antofagasta,Antofagasta,Chile,Sur,MAT-AL-10004960,Material de oficina,Almacenamiento,Smead Casilleros  Metal,1.317,1,0%,53
4573,MX-2017-118577,16/4/2017,22/4/2017,29/4/2017,2017,Estándar,DL-13240,Dánae Lebrón,Pequeña empresa,Antofagasta,Antofagasta,Chile,Sur,MAT-SU-10003430,Material de oficina,Suministros,Acme Cúter  Acero,744,3,0%,112
4574,MX-2017-118577,16/4/2017,22/4/2017,29/4/2017,2017,Estándar,DL-13240,Dánae Lebrón,Pequeña empresa,Antofagasta,Antofagasta,Chile,Sur,TEC-AC-10000802,Tecnología,Accesorios,Enermax Teclado  Blanco,2.167,4,0%,216
9208,MX-2016-103947,11/11/2016,17/11/2016,24/11/2016,2016,Estándar,PO-20110,Pío Olivares,Cliente,Calama,Antofagasta,Chile,Sur,MOB-MO-10001015,Mobiliario,Mobiliario,Rubvermaid Bombilla  Duradero,212,2,0%,44
2594,US-2015-105760,13/1/2015,17/1/2015,24/1/2015,2015,Estándar,GA-15175,Germán Altamira,Pequeña empresa,San José de Guanipa,Anzoátegui,Venezuela,Sur,MAT-SU-10003413,Material de oficina,Suministros,Elite Regla  Acero,264,5,40%,-80
8214,US-2018-150665,7/10/2018,13/10/2018,20/10/2018,2018,Estándar,CC-12910,Concordia Cuéllar,Pequeña empresa,San José de Guanipa,Anzoátegui,Venezuela,Sur,MAT-CA-10001680,Material de oficina,Carpetas,Wilson Jones Encuadernadora  Reciclado,395,2,40%,-217
205,MX-2017-163853,20/9/2017,25/9/2017,2/10/2017,2017,Estándar,EA-14170,Estela Alonso,Cliente,San José de Guanipa,Anzoátegui,Venezuela,Sur,MOB-SI-10001995,Mobiliario,Sillas,Harbour Creations Silla plegable  2,801,2,40%,93
206,MX-2017-163853,20/9/2017,25/9/2017,2/10/2017,2017,Estándar,EA-14170,Estela Alonso,Cliente,San José de Guanipa,Anzoátegui,Venezuela,Sur,MAT-AL-10002814,Material de oficina,Almacenamiento,Tenex Archivador móvil  Azul,1.073,2,40%,-644
207,MX-2017-163853,20/9/2017,25/9/2017,2/10/2017,2017,Estándar,EA-14170,Estela Alonso,Cliente,San José de Guanipa,Anzoátegui,Venezuela,Sur,MAT-AR-10002164,Material de oficina,Arte,Binney & Smith Bolígrafos  Tamaños variados,302,5,40%,-6
7563,US-2016-149517,20/7/2016,24/7/2016,31/7/2016,2016,Estándar,ER-14305,Enric Ruiz,Cliente,San José de Guanipa,Anzoátegui,Venezuela,Sur,TEC-AC-10002497,Tecnología,Accesorios,Enermax Ratón  Negro,486,3,40%,-146
9253,US-2018-134698,24/12/2018,31/12/2018,7/1/2019,2019,Estándar,DS-13165,Dana Sandoval,Cliente,San José de Guanipa,Anzoátegui,Venezuela,Sur,MAT-AL-10004490,Material de oficina,Almacenamiento,Rogers Estanterías  Metal,1.714,7,40%,-343
9254,US-2018-134698,24/12/2018,31/12/2018,7/1/2019,2019,Estándar,DS-13165,Dana Sandoval,Cliente,San José de Guanipa,Anzoátegui,Venezuela,Sur,MAT-SO-10002231,Material de oficina,Sobres,GlobeWeis Cierre adhesivo  50,599,7,40%,89
9255,US-2018-134698,24/12/2018,31/12/2018,7/1/2019,2019,Estándar,DS-13165,Dana Sandoval,Cliente,San José de Guanipa,Anzoátegui,Venezuela,Sur,MAT-AL-10001063,Material de oficina,Almacenamiento,Fellowes Bandejas  Metal,452,2,40%,-218
9256,US-2018-134698,24/12/2018,31/12/2018,7/1/2019,2019,Estándar,DS-13165,Dana Sandoval,Cliente,San José de Guanipa,Anzoátegui,Venezuela,Sur,TEC-AC-10001693,Tecnología,Accesorios,SanDisk Memoria USB  Programable,492,3,40%,-82
9981,US-2018-102106,30/6/2018,3/7/2018,10/7/2018,2018,Urgente,CS-12655,Cintia Salgado,Pequeña empresa,San José de Guanipa,Anzoátegui,Venezuela,Sur,MOB-ME-10002049,Mobiliario,Mesas,Lesro Mesa de conferencias  Negro,5.145,3,70%,-7204
9982,US-2018-102106,30/6/2018,3/7/2018,10/7/2018,2018,Urgente,CS-12655,Cintia Salgado,Pequeña empresa,San José de Guanipa,Anzoátegui,Venezuela,Sur,MOB-MO-10004543,Mobiliario,Mobiliario,Advantus Bandeja apiladora  Negro,211,2,40%,-14
6195,US-2016-120838,24/7/2016,27/7/2016,3/8/2016,2016,Urgente,DC-13465,Débora Cabrera,Cliente,San José de Guanipa,Anzoátegui,Venezuela,Sur,MAT-SO-10004670,Material de oficina,Sobres,Jiffy Paquetes  Plateado,1.425,9,40%,-523
9456,MX-2018-138982,19/6/2018,25/6/2018,2/7/2018,2018,Estándar,LT-17935,Luís Tejada,Cliente,Arauca,Arauca,Colombia,Sur,MAT-EL-10002160,Material de oficina,Electrodomésticos,KitchenAid Microondas  Negro,4.130,2,0%,1363
9457,MX-2018-138982,19/6/2018,25/6/2018,2/7/2018,2018,Estándar,LT-17935,Luís Tejada,Cliente,Arauca,Arauca,Colombia,Sur,MAT-SU-10000351,Material de oficina,Suministros,Stiletto Tijeras  Industrial,168,1,0%,54
9458,MX-2018-138982,19/6/2018,25/6/2018,2/7/2018,2018,Estándar,LT-17935,Luís Tejada,Cliente,Arauca,Arauca,Colombia,Sur,MAT-SO-10003285,Material de oficina,Sobres,Jiffy Cierre adhesivo  Rojo,314,2,0%,60
9459,MX-2018-138982,19/6/2018,25/6/2018,2/7/2018,2018,Estándar,LT-17935,Luís Tejada,Cliente,Arauca,Arauca,Colombia,Sur,TEC-CO-10003478,Tecnología,Copiadoras,Hewlett Fotocopiadora personal  Rojo,2.844,3,0%,222
9460,MX-2018-138982,19/6/2018,25/6/2018,2/7/2018,2018,Estándar,LT-17935,Luís Tejada,Cliente,Arauca,Arauca,Colombia,Sur,MOB-LI-10003530,Mobiliario,Librerías,Sauder Biblioteca  Metal,7.742,3,0%,1858
9461,MX-2018-138982,19/6/2018,25/6/2018,2/7/2018,2018,Estándar,LT-17935,Luís Tejada,Cliente,Arauca,Arauca,Colombia,Sur,MAT-AR-10004588,Material de oficina,Arte,Boston Rotuladores  Al por mayor,178,1,0%,25
7005,US-2015-113348,27/10/2015,29/10/2015,5/11/2015,2015,Rápido,IO-16315,Imanol Orellana,Cliente,Arequipa,Arequipa,Perú,Sur,MAT-PA-10001037,Material de oficina,Papel,Xerox Papel de tipo pergamino  Multicolor,176,3,40%,-83
7006,US-2015-113348,27/10/2015,29/10/2015,5/11/2015,2015,Rápido,IO-16315,Imanol Orellana,Cliente,Arequipa,Arequipa,Perú,Sur,MAT-PA-10003747,Material de oficina,Papel,SanDisk Papel de tipo pergamino  Multicolor,217,3,40%,28
7007,US-2015-113348,27/10/2015,29/10/2015,5/11/2015,2015,Rápido,IO-16315,Imanol Orellana,Cliente,Arequipa,Arequipa,Perú,Sur,MAT-PA-10000553,Material de oficina,Papel,SanDisk Agenda  Premium,191,2,40%,-25
7008,US-2015-113348,27/10/2015,29/10/2015,5/11/2015,2015,Rápido,IO-16315,Imanol Orellana,Cliente,Arequipa,Arequipa,Perú,Sur,MAT-EL-10000110,Material de oficina,Electrodomésticos,Cuisinart Frigorífico  Plateado,5.962,3,40%,-795
8781,MX-2018-159597,20/11/2018,25/11/2018,2/12/2018,2018,Estándar,VV-21550,Victoria Valdivia,Pequeña empresa,Arequipa,Arequipa,Perú,Sur,MAT-GR-10003379,Material de oficina,Grapas,Stockwell Grapas  Tamaños variados,31,1,40%,3
8782,MX-2018-159597,20/11/2018,25/11/2018,2/12/2018,2018,Estándar,VV-21550,Victoria Valdivia,Pequeña empresa,Arequipa,Arequipa,Perú,Sur,MAT-AL-10004582,Material de oficina,Almacenamiento,Eldon Carpetas  Industrial,349,5,40%,-105
1398,MX-2016-105648,16/2/2016,18/2/2016,25/2/2016,2016,Urgente,LV-18145,Lidia Villaseñor,Cliente,Arica,Arica y Parinacota,Chile,Sur,TEC-AC-10002880,Tecnología,Accesorios,Logitech Teclado  Económico,3.381,7,0%,844
8106,MX-2015-146577,7/12/2015,12/12/2015,19/12/2015,2015,Estándar,KS-17320,Karina Suárez,Pequeña empresa,Arica,Arica y Parinacota,Chile,Sur,MAT-PA-10003841,Material de oficina,Papel,Green Bar Resma  Paquete de 12,678,3,0%,95
38,MX-2018-154739,4/7/2018,7/7/2018,14/7/2018,2018,Rápido,RC-20440,Reinaldo Córdova,Empresa,Artemisa,Artemisa,Cuba,Caribe,MOB-ME-10001663,Mobiliario,Mesas,Chromcraft Mesa de café  Rectangular,5.293,3,0%,2647
39,MX-2018-154739,4/7/2018,7/7/2018,14/7/2018,2018,Rápido,RC-20440,Reinaldo Córdova,Empresa,Artemisa,Artemisa,Cuba,Caribe,MOB-LI-10001049,Mobiliario,Librerías,Ikea Librería  Blanco,3.336,4,0%,1067
40,MX-2018-154739,4/7/2018,7/7/2018,14/7/2018,2018,Rápido,RC-20440,Reinaldo Córdova,Empresa,Artemisa,Artemisa,Cuba,Caribe,MAT-GR-10000408,Material de oficina,Grapas,Advantus Cintas de goma  Paquete de 12,427,4,0%,4
2605,MX-2016-151211,14/9/2016,19/9/2016,26/9/2016,2016,Estándar,AA-10390,Arturo Anguiano,Cliente,Artemisa,Artemisa,Cuba,Caribe,MAT-SO-10003386,Material de oficina,Sobres,Kraft Sobres de uso interno  Rojo,336,1,0%,148
4223,MX-2015-108504,13/12/2015,18/12/2015,25/12/2015,2015,Estándar,AL-10240,Adolfo Lira,Cliente,Artemisa,Artemisa,Cuba,Caribe,TEC-CO-10001712,Tecnología,Copiadoras,Brother Fotocopiadora  Digital,3.485,2,0%,1669
4224,MX-2015-108504,13/12/2015,18/12/2015,25/12/2015,2015,Estándar,AL-10240,Adolfo Lira,Cliente,Artemisa,Artemisa,Cuba,Caribe,MAT-SO-10002541,Material de oficina,Sobres,Cameo Cierre adhesivo  Rojo,164,1,0%,41
6457,MX-2017-131919,23/11/2017,28/11/2017,5/12/2017,2017,Estándar,AP-11230,Ara Puente,Cliente,Artemisa,Artemisa,Cuba,Caribe,MAT-AR-10002932,Material de oficina,Arte,Binney & Smith Libreta de dibujo  Azul,1.235,4,0%,333
6458,MX-2017-131919,23/11/2017,28/11/2017,5/12/2017,2017,Estándar,AP-11230,Ara Puente,Cliente,Artemisa,Artemisa,Cuba,Caribe,MAT-CA-10004778,Material de oficina,Carpetas,Cardinal Encuadernadora  Transparente,2.297,7,0%,643
6655,MX-2016-161872,22/2/2016,27/2/2016,5/3/2016,2016,Estándar,AB-10645,Alexia Bonilla,Cliente,Artemisa,Artemisa,Cuba,Caribe,TEC-AC-10002787,Tecnología,Accesorios,Logitech Tarjeta de memoria  Programable,2.098,3,0%,188
7744,MX-2016-132724,6/11/2016,9/11/2016,16/11/2016,2016,Urgente,JS-16915,Josué Solórzano,Cliente,Artemisa,Artemisa,Cuba,Caribe,MOB-MO-10004653,Mobiliario,Mobiliario,Eldon Marco  Surtido,1.551,2,0%,93
7745,MX-2016-132724,6/11/2016,9/11/2016,16/11/2016,2016,Urgente,JS-16915,Josué Solórzano,Cliente,Artemisa,Artemisa,Cuba,Caribe,MAT-PA-10001901,Material de oficina,Papel,Green Bar Agenda  Paquete de 12,1.490,8,0%,581
7813,MX-2017-132171,26/12/2017,30/12/2017,6/1/2018,2018,Estándar,AO-10255,Adolfo Ojeda,Pequeña empresa,Artemisa,Artemisa,Cuba,Caribe,TEC-TE-10003490,Tecnología,Teléfonos,Motorola Teléfono de oficina  Tamaños variados,1.990,4,0%,954
2186,MX-2018-119865,29/10/2018,2/11/2018,9/11/2018,2018,Rápido,LG-17815,Lorena Garay,Cliente,Asunción,Asunción,Paraguay,Sur,MAT-CA-10002265,Material de oficina,Carpetas,Acco Encuadernadora  Transparente,3.033,9,0%,607
2187,MX-2018-119865,29/10/2018,2/11/2018,9/11/2018,2018,Rápido,LG-17815,Lorena Garay,Cliente,Asunción,Asunción,Paraguay,Sur,MOB-LI-10003247,Mobiliario,Librerías,Safco Librería  Negro,2.004,2,0%,822
493,MX-2015-151498,12/11/2015,16/11/2015,23/11/2015,2015,Estándar,BM-11920,Benito Marcos,Cliente,Copiapó,Atacama,Chile,Sur,MOB-SI-10003743,Mobiliario,Sillas,Novimex Estora  Ajustable,784,2,0%,86
3117,MX-2018-151470,21/4/2018,24/4/2018,1/5/2018,2018,Urgente,CC-12370,Cándida Celaya,Cliente,Copiapó,Atacama,Chile,Sur,MOB-SI-10000442,Mobiliario,Sillas,Novimex Mecedora  Ajustable,8.035,9,0%,803
118,MX-2017-117471,15/8/2017,19/8/2017,26/8/2017,2017,Rápido,AS-10330,Armando Sánchez,Cliente,Soledad,Atlántico,Colombia,Sur,MAT-EL-10001811,Material de oficina,Electrodomésticos,KitchenAid Frigorífico  Blanco,10.522,3,0%,0
119,MX-2017-117471,15/8/2017,19/8/2017,26/8/2017,2017,Rápido,AS-10330,Armando Sánchez,Cliente,Soledad,Atlántico,Colombia,Sur,MAT-SO-10004670,Material de oficina,Sobres,Jiffy Paquetes  Plateado,1.847,7,0%,332
120,MX-2017-117471,15/8/2017,19/8/2017,26/8/2017,2017,Rápido,AS-10330,Armando Sánchez,Cliente,Soledad,Atlántico,Colombia,Sur,MAT-GR-10000751,Material de oficina,Grapas,Accos Cintas de goma  Metal,336,3,0%,97
